R_LE;x_PRE;y_PRE;d2y/dx2_PRE;th_PRE;x_SUC;y_SUC;d2y/dx2_SUC;th_SUC
0.01;0.450;-0.006;-0.2;0.05;0.350;0.055;-0.350;-6
